"Tenure","MonthlyCharge","Bandwidth_GB_Year","Outage_sec_perweek","Income"
-1.04869377389291,-0.00394236166299573,-1.13843010098377,-0.679943603480657,-0.398757800952205
-1.26193805762254,1.63024437914921,-1.18581654130082,0.570302573665199,-0.641922349008825
-0.709904305418945,-0.295210055804357,-0.612107142999799,0.252334435626085,-1.07083141735641
-0.659490986860166,-1.22645974405107,-0.561829053122068,1.65042332452711,-0.740487888382696
-1.24248907260102,-0.528059299851802,-1.42811305763149,-0.623124888508078,0.00947744746295711
-1.04092309275508,0.288355463187839,-1.07673505207545,-0.53119793921404,-0.608041752477033
-0.805103954010779,0.64023565053897,-0.679587276783934,0.39679729786942,-1.00494718019166
-1.14441860851159,-1.34303110678202,-1.10407473812901,-0.742675283016948,-0.462671110309328
-0.994797844893312,-1.28440268113354,-0.95157254565422,-1.43239743206318,0.667646767476934
-1.1762670000087,-0.236175860605213,-1.31953715775429,-0.434817174214402,0.369663263167598
-0.577048368523458,0.054334738578841,-0.303654072125014,-0.221845502680737,-0.610860909740545
-0.90776891525446,-0.527738479932177,-1.01210724917612,-1.11592754209245,-0.761165609035861
-0.813623448259924,-0.819355543403155,-1.00487745591394,-0.580632246153202,1.55547102117419
-0.667357185375675,0.287513046013395,-0.66061888679581,-1.38483064332494,2.67049169065437
-0.925232807257973,-0.294790943013954,-0.828284710742621,0.601099031687827,0.867019696818377
-0.781156685538985,0.117037300095639,-0.710351319871819,0.26768025402102,1.74661945813669
-0.70884521856533,0.520257570079816,-0.604936592086475,1.1831237736459,-0.288923788576745
-1.2185750670312,0.699950607117971,-1.14869760190019,-0.0573522722734736,0.153755178600958
-0.658631415473952,-0.468854832804484,-0.713516918780496,-0.143528132976216,-0.01931873688717
-0.821388579057315,-0.528144249482838,-0.658154088055264,0.309343711869999,-0.720292084046652
-0.532172786347673,0.287674701807982,-0.485985754074606,0.694566664932553,-0.00647933725949871
-1.21431456568234,-1.05090355377936,-1.28048447042243,-1.01377980822756,0.209487967340224
-1.05410971065514,-1.10985279934747,-1.22604885009068,-0.211313343101382,-0.43847281188105
-0.982581744605359,-0.528059299851802,-1.11973963340018,-0.972052054422172,1.41463869028428
-1.08746094339107,-0.235495099225356,-1.1538843680189,1.25870538982012,-0.400235464891457
-1.14844977216667,-1.86688166919522,-1.19802956563037,-0.0786890470007671,-0.966247420488661
-0.912168439682888,1.16491752240347,-0.862993394522996,1.96932915141285,-1.10087902384276
-1.25302303127688,-0.760151076355838,-1.36059016275272,1.59082250249245,0.144532101712066
-1.25158731437327,0.640556470458594,-0.976035821600927,1.15380040088346,-1.03987565215914
-1.1004898945693,1.97997937873699,-0.75377269657727,0.206941885557378,-0.225679275521382
-0.886558052962783,1.33852259569721,-0.730737007391464,-1.13869472527177,0.126830630985022
-1.17006125836294,-0.585321475554413,-1.32698999373286,-1.86547067069202,-0.638762410596855
-1.12690424863987,1.33852259569721,-1.0883420976747,-0.412363424834081,0.430979401732524
-0.51533191975657,0.054334738578841,-0.325621677982201,0.379607449025355,-0.491661976085577
-1.17440474147646,2.21315768617154,-1.05730683672377,-1.49900218676183,-1.01402202969236
-1.09849605139239,-0.23616251736547,-0.998666326104667,1.27747120632555,-1.11786276195328
-1.18039263142778,1.33591486557605,-1.14160779382109,2.1197184337783,-1.05291505237758
-1.03485087735964,-0.759692259859041,-0.938734373281848,-0.186417766051023,-0.12686976379565
-0.933274071576747,0.287353881888358,-1.04258144762391,2.29809011972965,-0.510976217533936
-0.699017598230907,-0.585681417014646,-0.85216594806942,-0.681753309554323,0.373390224531059
-0.958527715277624,-0.00388791751898214,-0.952825257615241,0.479572822633282,-0.0565801944693175
-1.1921215173495,-1.51695699999538,-1.14375643810805,-0.652037865059059,0.463842973983593
