"Tenure","MonthlyCharge","Bandwidth_GB_Year"
-1.04869377389291,-0.00394236166299573,-1.13843010098377
-1.26193805762254,1.63024437914921,-1.18581654130082
-0.709904305418945,-0.295210055804357,-0.612107142999799
-0.659490986860166,-1.22645974405107,-0.561829053122068
-1.24248907260102,-0.528059299851802,-1.42811305763149
-1.04092309275508,0.288355463187839,-1.07673505207545
-0.805103954010779,0.64023565053897,-0.679587276783934
-1.14441860851159,-1.34303110678202,-1.10407473812901
-0.994797844893312,-1.28440268113354,-0.95157254565422
-1.1762670000087,-0.236175860605213,-1.31953715775429
-0.577048368523458,0.054334738578841,-0.303654072125014
-0.90776891525446,-0.527738479932177,-1.01210724917612
-0.813623448259924,-0.819355543403155,-1.00487745591394
-0.667357185375675,0.287513046013395,-0.66061888679581
-0.925232807257973,-0.294790943013954,-0.828284710742621
-0.781156685538985,0.117037300095639,-0.710351319871819
-0.70884521856533,0.520257570079816,-0.604936592086475
-1.2185750670312,0.699950607117971,-1.14869760190019
-0.658631415473952,-0.468854832804484,-0.713516918780496
-0.821388579057315,-0.528144249482838,-0.658154088055264
-0.532172786347673,0.287674701807982,-0.485985754074606
-1.21431456568234,-1.05090355377936,-1.28048447042243
-1.05410971065514,-1.10985279934747,-1.22604885009068
-0.982581744605359,-0.528059299851802,-1.11973963340018
-1.08746094339107,-0.235495099225356,-1.1538843680189
-1.14844977216667,-1.86688166919522,-1.19802956563037
-0.912168439682888,1.16491752240347,-0.862993394522996
-1.25302303127688,-0.760151076355838,-1.36059016275272
-1.25158731437327,0.640556470458594,-0.976035821600927
-1.1004898945693,1.97997937873699,-0.75377269657727
-0.886558052962783,1.33852259569721,-0.730737007391464
-1.17006125836294,-0.585321475554413,-1.32698999373286
-1.12690424863987,1.33852259569721,-1.0883420976747
-0.51533191975657,0.054334738578841,-0.325621677982201
-1.17440474147646,2.21315768617154,-1.05730683672377
-1.09849605139239,-0.23616251736547,-0.998666326104667
-1.18039263142778,1.33591486557605,-1.14160779382109
-1.03485087735964,-0.759692259859041,-0.938734373281848
-0.933274071576747,0.287353881888358,-1.04258144762391
-0.699017598230907,-0.585681417014646,-0.85216594806942
-0.958527715277624,-0.00388791751898214,-0.952825257615241
-1.1921215173495,-1.51695699999538,-1.14375643810805
-1.15727644951763,1.92154062270056,-1.03727860943386
-0.603810232681213,0.461818814043392,-0.629494695968995
-0.972950589637782,1.63024437914921,-0.905875350656121
-0.91323847118403,1.68944884619653,-0.769530883607112
-0.463967737058017,0.287353881888358,-0.461015885162301
-0.94917303497951,0.521187172401903,-0.996845520552699
-1.01220869920525,-1.57561870224001,-1.2137176018978
-0.868159789992246,-1.86611595818432,-1.14143404111235
-1.17922713821573,0.287703251217974,-1.08267054905681
-1.02814560246445,0.350025937918134,-0.987554253071155
-1.09819555590474,-0.527738479932177,-1.21950059154147
-1.24695865759792,-0.0624116231864423,-1.34511340474803
-0.848861009546339,-0.293959633562646,-0.958985925584145
-0.77674534591334,-0.993471106228573,-0.7100704415275
-0.944021705880091,-1.34303110678202,-0.946330624186623
-1.0510597631082,-0.701142775890715,-1.1139008729758
-0.711168652914116,1.10664903821522,-0.697149641403638
-1.03212638333979,-1.10953197942784,-1.24268294445993
-1.19710683651802,-0.178378744408038,-1.05493830233847
-1.21700398921837,0.520501683835889,-1.22985120572738
-1.0046377084011,-0.469674987959391,-0.904178606623676
-0.842397390623064,-1.8657951382647,-1.05083801994865
-0.941314641157538,-1.05106744509055,-1.05648502267977
-1.00630004054531,0.287323376401335,-0.833617582866042
-1.13659050577244,2.15452926052306,-1.09134746465879
-0.897623232291744,0.814672033284012,-0.946926282478936
-0.842726940574299,-0.469515823834355,-0.724666967925061
-1.22233680338506,0.640556470458594,-1.03972243160004
-0.401045292206369,0.932184106060189,-0.327439450991448
-1.16457801506269,1.92103013316888,-0.972067745626948
-1.00389932475493,-0.877298480485624,-1.17588909353521
-0.958140857894899,1.92143590271954,-0.830288848534426
-1.2157274867015,0.985990196376211,-1.25548017883261
-1.10015783522644,2.27127562228834,-0.798170953815625
-1.26437044512249,0.641322181469488,-1.20086957250317
-0.544050933913384,-0.528303413607875,-0.44218789178915
-0.373536515700491,1.57161595350072,-0.334891933196247
-0.939696312085754,-1.05090355377936,-1.03546294186132
-0.934008537711486,0.348939406987616,-0.741801538556709
-1.00948782394172,-0.0612918156597751,-1.12067368053699
-0.570043082010434,0.461818814043392,-0.679595005260474
-0.763093224558827,-1.2253399365244,-0.68933600884921
-1.22031362956627,0.521187172401903,-1.26326110243706
